order_id,order_date,ship_date,customer_id,product_id,quantity,sales,discount,profit,product_name,category,sub_category,unit_cost,list_price,customer_name,segment,region,city,shipping_days,month,year,high_value_order
NM202401420624,2024-01-04,2024-01-09,CU0231,PR513,4,1016.16,0.0,232.04,Meeting Table,Furniture,Tables,196.03,254.04,Riley Hunt,Consumer,West,Los Angeles,5,January,2024,Yes
NM202401313709,2024-01-11,2024-01-13,CU0090,PR505,8,1243.14,0.2,342.98,BT Mouse,Technology,Accessories,112.52,194.24,Riley Bell,Consumer,South,Miami,2,January,2024,Yes
NM202401744333,2024-01-08,2024-01-14,CU0232,PR522,7,262.65,0.1,108.51,File Cabinet,Office Supplies,Storage,22.02,41.69,Casey Ray,Consumer,Central,Chicago,6,January,2024,No
NM202401311155,2024-01-20,2024-01-27,CU0082,PR523,3,122.47,0.2,6.52,Marker Set,Office Supplies,Art,38.65,51.03,Casey Ray,Consumer,East,New York,7,January,2024,No
NM202401637176,2024-01-11,2024-01-12,CU0034,PR520,4,27.72,0.3,6.88,Sticky Notes,Office Supplies,Paper,5.21,9.9,Quinn Bell,Corporate,East,New York,1,January,2024,No
NM202401382964,2024-01-06,2024-01-12,CU0009,PR511,6,712.86,0.0,336.84,Mesh Chair,Furniture,Chairs,62.67,118.81,Casey Cruz,Corporate,West,Los Angeles,6,January,2024,No
NM202401996827,2024-01-31,2024-02-02,CU0190,PR519,6,57.43,0.15,14.29,Cardstock,Office Supplies,Paper,7.19,11.26,Quinn Lee,Consumer,East,New York,2,January,2024,No
NM202401475661,2024-01-18,2024-01-23,CU0033,PR523,6,260.25,0.15,28.35,Marker Set,Office Supplies,Art,38.65,51.03,Drew Cruz,Consumer,South,Miami,5,January,2024,No
NM202401213089,2024-01-02,2024-01-04,CU0090,PR515,6,2918.78,0.15,1018.1,Corner Case,Furniture,Bookcases,316.78,572.31,Riley Bell,Consumer,South,Miami,2,January,2024,Yes
NM202401771757,2024-01-16,2024-01-21,CU0068,PR515,7,2403.7,0.4,186.24,Corner Case,Furniture,Bookcases,316.78,572.31,Jamie Ray,Consumer,West,Seattle,5,January,2024,Yes
NM202401696793,2024-01-12,2024-01-15,CU0161,PR509,3,1987.41,0.0,978.78,Shredder S,Technology,Machines,336.21,662.47,Riley Hunt,Corporate,Central,Chicago,3,January,2024,Yes
NM202401307001,2024-01-28,2024-01-28,CU0112,PR519,2,13.51,0.4,-0.87,Cardstock,Office Supplies,Paper,7.19,11.26,Alex Hunt,Corporate,South,Atlanta,0,January,2024,No
NM202401356382,2024-01-06,2024-01-13,CU0215,PR506,2,523.04,0.6,-133.52,Keyboard X,Technology,Accessories,328.28,653.8,Drew Hunt,Corporate,East,Boston,7,January,2024,No
NM202401736960,2024-01-15,2024-01-19,CU0059,PR508,1,206.5,0.1,88.27,InkFlow 20,Technology,Machines,118.24,229.45,Sam Wood,Consumer,South,Atlanta,4,January,2024,No
NM202401640574,2024-01-30,2024-02-06,CU0015,PR509,1,264.99,0.6,-71.22,Shredder S,Technology,Machines,336.21,662.47,Sam Wood,Consumer,East,New York,7,January,2024,No
NM202401482021,2024-01-21,2024-01-23,CU0155,PR502,1,317.2,0.0,154.76,Pixel Mini,Technology,Phones,162.44,317.2,Sam Wood,Consumer,South,Atlanta,2,January,2024,No
NM202401312105,2024-01-21,2024-01-23,CU0107,PR515,6,3433.86,0.0,1533.18,Corner Case,Furniture,Bookcases,316.78,572.31,Taylor Lee,Corporate,South,Miami,2,January,2024,Yes
NM202401549966,2024-01-04,2024-01-10,CU0200,PR513,5,1270.2,0.0,290.05,Meeting Table,Furniture,Tables,196.03,254.04,Quinn Shah,Consumer,East,Boston,6,January,2024,Yes
NM202401149144,2024-01-01,2024-01-07,CU0182,PR516,2,15.42,0.2,5.66,Ring Binder,Office Supplies,Binders,4.88,9.64,Taylor Fox,Consumer,East,Boston,6,January,2024,No
NM202401743618,2024-01-01,2024-01-02,CU0149,PR519,2,9.01,0.6,-5.37,Cardstock,Office Supplies,Paper,7.19,11.26,Morgan Cruz,Corporate,West,Los Angeles,1,January,2024,No
NM202401946441,2024-01-22,2024-01-26,CU0119,PR515,3,1545.24,0.1,594.9,Corner Case,Furniture,Bookcases,316.78,572.31,Sam Fox,Consumer,West,Seattle,4,January,2024,Yes
NM202401392599,2024-01-01,2024-01-01,CU0109,PR521,1,49.8,0.0,11.82,Storage Box,Office Supplies,Storage,37.98,49.8,Casey Cruz,Consumer,Central,Dallas,0,January,2024,No
NM202401647350,2024-01-13,2024-01-17,CU0182,PR517,3,265.32,0.0,121.74,Poly Binder,Office Supplies,Binders,47.86,88.44,Taylor Fox,Consumer,East,Boston,4,January,2024,No
NM202401656054,2024-01-08,2024-01-15,CU0173,PR507,2,76.84,0.1,37.14,LaserJet 100,Technology,Machines,19.85,42.69,Taylor Cruz,Corporate,West,Seattle,7,January,2024,No
NM202401417446,2024-01-11,2024-01-18,CU0002,PR515,1,400.62,0.3,83.84,Corner Case,Furniture,Bookcases,316.78,572.31,Alex Lee,Consumer,West,Seattle,7,January,2024,No
NM202401554810,2024-01-19,2024-01-21,CU0039,PR524,6,507.06,0.0,111.42,Sketch Pad,Office Supplies,Art,65.94,84.51,Quinn Roy,Consumer,East,Boston,2,January,2024,No
NM202401612256,2024-01-23,2024-01-26,CU0183,PR504,5,3639.6,0.0,1506.65,USB Hub,Technology,Accessories,426.59,727.92,Riley Lee,Corporate,Central,Dallas,3,January,2024,Yes
NM202401927258,2024-01-01,2024-01-02,CU0050,PR511,8,855.43,0.1,354.07,Mesh Chair,Furniture,Chairs,62.67,118.81,Morgan Ray,Corporate,West,Los Angeles,1,January,2024,No
NM202401769117,2024-01-10,2024-01-14,CU0079,PR507,2,76.84,0.1,37.14,LaserJet 100,Technology,Machines,19.85,42.69,Morgan Bell,Consumer,Central,Chicago,4,January,2024,No
NM202401722016,2024-01-24,2024-01-26,CU0055,PR516,4,38.56,0.0,19.04,Ring Binder,Office Supplies,Binders,4.88,9.64,Drew Cruz,Corporate,West,Seattle,2,January,2024,No
NM202401291734,2024-01-11,2024-01-17,CU0040,PR508,7,1365.23,0.15,537.55,InkFlow 20,Technology,Machines,118.24,229.45,Casey Hunt,Consumer,West,Los Angeles,6,January,2024,Yes
NM202401673107,2024-01-29,2024-01-30,CU0028,PR509,1,662.47,0.0,326.26,Shredder S,Technology,Machines,336.21,662.47,Alex Roy,Consumer,East,Boston,1,January,2024,No
NM202401672352,2024-01-14,2024-01-14,CU0218,PR501,4,4160.24,0.0,1306.6,Galaxy S,Technology,Phones,713.41,1040.06,Taylor Ray,Corporate,East,New York,0,January,2024,Yes
NM202401104721,2024-01-01,2024-01-08,CU0109,PR521,5,224.1,0.1,34.2,Storage Box,Office Supplies,Storage,37.98,49.8,Casey Cruz,Consumer,Central,Dallas,7,January,2024,No
NM202401877255,2024-01-26,2024-01-29,CU0127,PR523,3,137.78,0.1,21.83,Marker Set,Office Supplies,Art,38.65,51.03,Morgan Roy,Corporate,South,Miami,3,January,2024,No
NM202401629688,2024-01-05,2024-01-12,CU0012,PR506,8,3138.24,0.4,512.0,Keyboard X,Technology,Accessories,328.28,653.8,Jamie Hunt,Consumer,Central,Chicago,7,January,2024,Yes
NM202401146953,2024-01-21,2024-01-25,CU0213,PR519,3,33.78,0.0,12.21,Cardstock,Office Supplies,Paper,7.19,11.26,Drew Wood,Consumer,South,Atlanta,4,January,2024,No
NM202401243826,2024-01-12,2024-01-19,CU0033,PR508,8,1835.6,0.0,889.68,InkFlow 20,Technology,Machines,118.24,229.45,Drew Cruz,Consumer,South,Miami,7,January,2024,Yes
NM202401714126,2024-01-06,2024-01-12,CU0060,PR509,5,3312.35,0.0,1631.3,Shredder S,Technology,Machines,336.21,662.47,Quinn Dean,Consumer,South,Miami,6,January,2024,Yes
NM202401395172,2024-01-04,2024-01-09,CU0194,PR515,6,3090.47,0.1,1189.79,Corner Case,Furniture,Bookcases,316.78,572.31,Casey Bell,Consumer,West,Seattle,5,January,2024,Yes
NM202401686647,2024-01-25,2024-01-27,CU0185,PR501,3,3120.18,0.0,979.95,Galaxy S,Technology,Phones,713.41,1040.06,Sam Shah,Consumer,East,New York,2,January,2024,Yes
NM202401131802,2024-01-30,2024-02-04,CU0129,PR517,7,619.08,0.0,284.06,Poly Binder,Office Supplies,Binders,47.86,88.44,Quinn Roy,Home Office,South,Atlanta,5,January,2024,No
NM202401781144,2024-01-10,2024-01-11,CU0091,PR521,5,211.65,0.15,21.75,Storage Box,Office Supplies,Storage,37.98,49.8,Alex Ray,Home Office,West,Seattle,1,January,2024,No
NM202401240412,2024-01-01,2024-01-03,CU0015,PR509,6,3577.34,0.1,1560.08,Shredder S,Technology,Machines,336.21,662.47,Sam Wood,Consumer,East,New York,2,January,2024,Yes
NM202401443939,2024-01-05,2024-01-05,CU0205,PR514,7,1854.79,0.0,734.58,4-Shelf Case,Furniture,Bookcases,160.03,264.97,Jordan Lee,Consumer,Central,Dallas,0,January,2024,Yes
NM202401369509,2024-01-15,2024-01-20,CU0181,PR502,5,1586.0,0.0,0.0,Pixel Mini,Technology,Phones,162.44,317.2,Casey Dean,Home Office,East,New York,5,January,2024,Yes
NM202401491226,2024-01-08,2024-01-12,CU0209,PR523,1,45.93,0.1,7.28,Marker Set,Office Supplies,Art,38.65,51.03,Sam Lee,Corporate,Central,Dallas,4,January,2024,No
NM202401262436,2024-01-05,2024-01-08,CU0213,PR503,4,247.82,0.6,-144.54,iView 11,Technology,Phones,98.09,154.89,Drew Wood,Consumer,South,Atlanta,3,January,2024,No
NM202401964097,2024-01-28,2024-02-02,CU0102,PR509,2,1324.94,0.0,652.52,Shredder S,Technology,Machines,336.21,662.47,Riley Dean,Consumer,West,Los Angeles,5,January,2024,Yes
NM202401739162,2024-01-24,2024-01-27,CU0051,PR503,3,464.67,0.0,170.4,iView 11,Technology,Phones,98.09,154.89,Drew Ray,Consumer,South,Atlanta,3,January,2024,No
NM202401654037,2024-01-03,2024-01-05,CU0037,PR514,1,185.48,0.3,25.45,4-Shelf Case,Furniture,Bookcases,160.03,264.97,Jordan Bell,Corporate,West,Seattle,2,January,2024,No
NM202401352865,2024-01-01,2024-01-08,CU0219,PR515,8,3891.71,0.15,1357.47,Corner Case,Furniture,Bookcases,316.78,572.31,Sam Fox,Consumer,West,Los Angeles,7,January,2024,Yes
NM202401822239,2024-01-21,2024-01-22,CU0095,PR501,8,5824.34,0.3,117.06,Galaxy S,Technology,Phones,713.41,1040.06,Riley Fox,Consumer,South,Atlanta,1,January,2024,Yes
NM202401647422,2024-01-24,2024-01-31,CU0132,PR501,6,6240.36,0.0,1959.9,Galaxy S,Technology,Phones,713.41,1040.06,Sam Hunt,Corporate,Central,Chicago,7,January,2024,Yes
NM202401208959,2024-01-11,2024-01-15,CU0108,PR510,8,1747.01,0.1,412.53,Task Chair,Furniture,Chairs,166.81,242.64,Sam Dean,Consumer,East,New York,4,January,2024,Yes
NM202401315264,2024-01-21,2024-01-27,CU0127,PR506,7,4576.6,0.0,2278.64,Keyboard X,Technology,Accessories,328.28,653.8,Morgan Roy,Corporate,South,Miami,6,January,2024,Yes
NM202401416975,2024-01-05,2024-01-10,CU0226,PR517,7,247.63,0.6,-87.39,Poly Binder,Office Supplies,Binders,47.86,88.44,Quinn Ray,Consumer,East,Boston,5,January,2024,No
NM202401767607,2024-01-01,2024-01-01,CU0219,PR502,2,634.4,0.0,309.52,Pixel Mini,Technology,Phones,162.44,317.2,Sam Fox,Consumer,West,Los Angeles,0,January,2024,No
NM202401104993,2024-01-31,2024-02-02,CU0057,PR514,5,1192.37,0.1,392.22,4-Shelf Case,Furniture,Bookcases,160.03,264.97,Casey Lee,Corporate,Central,Dallas,2,January,2024,Yes
NM202401887219,2024-01-30,2024-02-03,CU0197,PR508,2,458.9,0.0,222.42,InkFlow 20,Technology,Machines,118.24,229.45,Casey Fox,Corporate,West,Seattle,4,January,2024,No
NM202401407291,2024-01-23,2024-01-30,CU0189,PR507,5,192.1,0.1,92.85,LaserJet 100,Technology,Machines,19.85,42.69,Sam Fox,Corporate,East,New York,7,January,2024,No
NM202401488313,2024-01-13,2024-01-17,CU0004,PR521,4,179.28,0.1,27.36,Storage Box,Office Supplies,Storage,37.98,49.8,Jamie Roy,Consumer,South,Atlanta,4,January,2024,No
NM202401475424,2024-01-13,2024-01-13,CU0039,PR518,5,135.3,0.6,-34.7,Copy Paper,Office Supplies,Paper,34.0,67.65,Quinn Roy,Consumer,East,Boston,0,January,2024,No
NM202401314802,2024-01-07,2024-01-08,CU0094,PR518,4,216.48,0.2,80.48,Copy Paper,Office Supplies,Paper,34.0,67.65,Casey Roy,Consumer,East,Boston,1,January,2024,No
NM202401202107,2024-01-14,2024-01-21,CU0216,PR503,1,123.91,0.2,25.82,iView 11,Technology,Phones,98.09,154.89,Alex Shah,Corporate,South,Miami,7,January,2024,No
NM202401331408,2024-01-12,2024-01-18,CU0097,PR508,5,1147.25,0.0,556.05,InkFlow 20,Technology,Machines,118.24,229.45,Alex Bell,Corporate,Central,Dallas,6,January,2024,Yes
NM202401207948,2024-01-20,2024-01-21,CU0161,PR501,2,2080.12,0.0,653.3,Galaxy S,Technology,Phones,713.41,1040.06,Riley Hunt,Corporate,Central,Chicago,1,January,2024,Yes
NM202401269321,2024-01-17,2024-01-22,CU0214,PR503,8,1239.12,0.0,454.4,iView 11,Technology,Phones,98.09,154.89,Quinn Dean,Home Office,Central,Chicago,5,January,2024,Yes
NM202401852558,2024-01-04,2024-01-07,CU0101,PR505,1,174.82,0.1,62.3,BT Mouse,Technology,Accessories,112.52,194.24,Taylor Wood,Corporate,South,Miami,3,January,2024,No
NM202401452489,2024-01-27,2024-01-30,CU0105,PR506,6,3922.8,0.0,1953.12,Keyboard X,Technology,Accessories,328.28,653.8,Riley Fox,Consumer,East,New York,3,January,2024,Yes
NM202401397539,2024-01-28,2024-02-02,CU0213,PR521,2,99.6,0.0,23.64,Storage Box,Office Supplies,Storage,37.98,49.8,Drew Wood,Consumer,South,Atlanta,5,January,2024,No
NM202401108227,2024-01-20,2024-01-26,CU0229,PR523,4,204.12,0.0,49.52,Marker Set,Office Supplies,Art,38.65,51.03,Drew Bell,Corporate,Central,Chicago,6,January,2024,No
NM202401828546,2024-01-06,2024-01-06,CU0029,PR505,5,776.96,0.2,214.36,BT Mouse,Technology,Accessories,112.52,194.24,Casey Hunt,Home Office,West,Los Angeles,0,January,2024,No
NM202401262870,2024-01-14,2024-01-16,CU0166,PR507,7,254.01,0.15,115.06,LaserJet 100,Technology,Machines,19.85,42.69,Jamie Ray,Consumer,Central,Dallas,2,January,2024,No
NM202401759179,2024-01-15,2024-01-15,CU0006,PR505,7,543.87,0.6,-243.77,BT Mouse,Technology,Accessories,112.52,194.24,Alex Dean,Consumer,South,Atlanta,0,January,2024,No
NM202401514539,2024-01-16,2024-01-17,CU0132,PR510,7,1698.48,0.0,530.81,Task Chair,Furniture,Chairs,166.81,242.64,Sam Hunt,Corporate,Central,Chicago,1,January,2024,Yes
NM202401297656,2024-01-12,2024-01-14,CU0076,PR515,7,3605.55,0.1,0.0,Corner Case,Furniture,Bookcases,316.78,572.31,Jordan Lee,Corporate,Central,Dallas,2,January,2024,Yes
NM202401420001,2024-01-07,2024-01-12,CU0162,PR514,8,1483.83,0.3,203.59,4-Shelf Case,Furniture,Bookcases,160.03,264.97,Casey Ray,Consumer,South,Atlanta,5,January,2024,Yes
NM202401305327,2024-01-18,2024-01-24,CU0186,PR518,6,405.9,0.0,201.9,Copy Paper,Office Supplies,Paper,34.0,67.65,Taylor Dean,Consumer,East,New York,6,January,2024,No
NM202401114514,2024-01-21,2024-01-24,CU0207,PR512,8,5575.6,0.0,1515.12,Standing Desk,Furniture,Tables,507.56,696.95,Jordan Ray,Corporate,Central,Dallas,3,January,2024,Yes
NM202401294929,2024-01-14,2024-01-17,CU0058,PR501,8,8320.48,0.0,2613.2,Galaxy S,Technology,Phones,713.41,1040.06,Morgan Dean,Corporate,East,New York,3,January,2024,Yes
NM202401773902,2024-01-10,2024-01-10,CU0223,PR501,4,4160.24,0.0,1306.6,Galaxy S,Technology,Phones,713.41,1040.06,Drew Dean,Consumer,Central,Dallas,0,January,2024,Yes
NM202401404927,2024-01-13,2024-01-16,CU0126,PR513,2,508.08,0.0,116.02,Meeting Table,Furniture,Tables,196.03,254.04,Quinn Cruz,Consumer,South,Atlanta,3,January,2024,No
NM202401736914,2024-01-23,2024-01-24,CU0107,PR515,5,2861.55,0.0,1277.65,Corner Case,Furniture,Bookcases,316.78,572.31,Taylor Lee,Corporate,South,Miami,1,January,2024,Yes
NM202401652262,2024-01-30,2024-02-05,CU0141,PR510,1,169.85,0.3,3.04,Task Chair,Furniture,Chairs,166.81,242.64,Jamie Fox,Corporate,South,Atlanta,6,January,2024,No
NM202401405410,2024-01-02,2024-01-02,CU0023,PR512,4,2509.02,0.1,478.78,Standing Desk,Furniture,Tables,507.56,696.95,Taylor Hunt,Corporate,Central,Chicago,0,January,2024,Yes
NM202401209601,2024-01-19,2024-01-21,CU0075,PR520,6,50.49,0.15,19.23,Sticky Notes,Office Supplies,Paper,5.21,9.9,Casey Dean,Consumer,West,Seattle,2,January,2024,No
NM202401519320,2024-01-22,2024-01-22,CU0180,PR517,2,176.88,0.0,81.16,Poly Binder,Office Supplies,Binders,47.86,88.44,Jamie Bell,Home Office,Central,Chicago,0,January,2024,No
NM202401731051,2024-01-25,2024-01-30,CU0086,PR505,1,155.39,0.2,42.87,BT Mouse,Technology,Accessories,112.52,194.24,Taylor Lee,Corporate,East,New York,5,January,2024,No
NM202401553523,2024-01-27,2024-02-01,CU0219,PR508,4,780.13,0.15,307.17,InkFlow 20,Technology,Machines,118.24,229.45,Sam Fox,Consumer,West,Los Angeles,5,January,2024,No
NM202401233401,2024-01-11,2024-01-17,CU0096,PR523,7,357.21,0.0,86.66,Marker Set,Office Supplies,Art,38.65,51.03,Riley Fox,Home Office,East,Boston,6,January,2024,No
NM202401451281,2024-01-28,2024-02-03,CU0048,PR519,2,15.76,0.3,1.38,Cardstock,Office Supplies,Paper,7.19,11.26,Alex Dean,Corporate,West,Los Angeles,6,January,2024,No
NM202401339190,2024-01-07,2024-01-07,CU0227,PR503,2,278.8,0.1,82.62,iView 11,Technology,Phones,98.09,154.89,Jamie Cruz,Corporate,West,Los Angeles,0,January,2024,No
NM202401862475,2024-01-15,2024-01-18,CU0111,PR523,4,163.3,0.2,8.7,Marker Set,Office Supplies,Art,38.65,51.03,Riley Shah,Consumer,East,New York,3,January,2024,No
NM202401944289,2024-01-27,2024-02-01,CU0225,PR504,1,727.92,0.0,301.33,USB Hub,Technology,Accessories,426.59,727.92,Sam Dean,Consumer,West,Los Angeles,5,January,2024,No
NM202401639502,2024-01-31,2024-02-07,CU0026,PR508,7,1606.15,0.0,778.47,InkFlow 20,Technology,Machines,118.24,229.45,Casey Roy,Consumer,South,Atlanta,7,January,2024,Yes
NM202401483686,2024-01-30,2024-02-03,CU0178,PR522,4,150.08,0.1,62.0,File Cabinet,Office Supplies,Storage,22.02,41.69,Drew Lee,Consumer,West,Los Angeles,4,January,2024,No
NM202401396868,2024-01-11,2024-01-11,CU0128,PR522,2,83.38,0.0,39.34,File Cabinet,Office Supplies,Storage,22.02,41.69,Jordan Shah,Home Office,East,New York,0,January,2024,No
NM202401242082,2024-01-02,2024-01-09,CU0214,PR517,3,225.52,0.15,81.94,Poly Binder,Office Supplies,Binders,47.86,88.44,Quinn Dean,Home Office,Central,Chicago,7,January,2024,No
NM202401936139,2024-01-04,2024-01-11,CU0162,PR514,2,423.95,0.2,103.89,4-Shelf Case,Furniture,Bookcases,160.03,264.97,Casey Ray,Consumer,South,Atlanta,7,January,2024,No
NM202401619108,2024-01-19,2024-01-20,CU0168,PR521,4,139.44,0.3,-12.48,Storage Box,Office Supplies,Storage,37.98,49.8,Sam Shah,Consumer,Central,Chicago,1,January,2024,No
NM202401307505,2024-01-25,2024-01-26,CU0169,PR507,2,68.3,0.2,28.6,LaserJet 100,Technology,Machines,19.85,42.69,Morgan Ray,Home Office,South,Atlanta,1,January,2024,No
NM202401217694,2024-01-03,2024-01-09,CU0062,PR510,5,1213.2,0.0,379.15,Task Chair,Furniture,Chairs,166.81,242.64,Morgan Dean,Consumer,Central,Dallas,6,January,2024,Yes
NM202401569768,2024-01-25,2024-01-27,CU0042,PR522,3,125.07,0.0,59.01,File Cabinet,Office Supplies,Storage,22.02,41.69,Jamie Ray,Home Office,Central,Dallas,2,January,2024,No
NM202401502366,2024-01-19,2024-01-22,CU0017,PR507,3,128.07,0.0,68.52,LaserJet 100,Technology,Machines,19.85,42.69,Jamie Dean,Corporate,South,Miami,3,January,2024,No
NM202401780128,2024-01-08,2024-01-12,CU0115,PR522,8,333.52,0.0,157.36,File Cabinet,Office Supplies,Storage,22.02,41.69,Taylor Cruz,Consumer,East,Boston,4,January,2024,No
NM202401466295,2024-01-16,2024-01-23,CU0072,PR508,2,321.23,0.3,84.75,InkFlow 20,Technology,Machines,118.24,229.45,Jordan Fox,Consumer,South,Atlanta,7,January,2024,No
NM202401516056,2024-01-20,2024-01-25,CU0057,PR511,2,237.62,0.0,112.28,Mesh Chair,Furniture,Chairs,62.67,118.81,Casey Lee,Corporate,Central,Dallas,5,January,2024,No
NM202401843423,2024-01-21,2024-01-25,CU0004,PR506,8,5230.4,0.0,2604.16,Keyboard X,Technology,Accessories,328.28,653.8,Jamie Roy,Consumer,South,Atlanta,4,January,2024,Yes
NM202401328894,2024-01-24,2024-01-26,CU0194,PR503,2,278.8,0.1,82.62,iView 11,Technology,Phones,98.09,154.89,Casey Bell,Consumer,West,Seattle,2,January,2024,No
NM202401628444,2024-01-26,2024-01-27,CU0239,PR502,5,1110.2,0.3,298.0,Pixel Mini,Technology,Phones,162.44,317.2,Morgan Roy,Corporate,South,Atlanta,1,January,2024,Yes
NM202401131675,2024-01-02,2024-01-05,CU0040,PR514,7,1576.57,0.15,456.36,4-Shelf Case,Furniture,Bookcases,160.03,264.97,Casey Hunt,Consumer,West,Los Angeles,3,January,2024,Yes
NM202401571929,2024-01-18,2024-01-21,CU0067,PR513,3,685.91,0.1,97.82,Meeting Table,Furniture,Tables,196.03,254.04,Jamie Hunt,Corporate,East,Boston,3,January,2024,No
NM202401109959,2024-01-17,2024-01-20,CU0043,PR507,6,179.3,0.3,60.2,LaserJet 100,Technology,Machines,19.85,42.69,Drew Ray,Corporate,South,Miami,3,January,2024,No
NM202401201099,2024-01-15,2024-01-15,CU0041,PR508,2,390.06,0.15,153.59,InkFlow 20,Technology,Machines,118.24,229.45,Sam Dean,Corporate,South,Miami,0,January,2024,No
NM202401640461,2024-01-30,2024-02-02,CU0121,PR502,4,888.16,0.3,238.4,Pixel Mini,Technology,Phones,162.44,317.2,Sam Dean,Consumer,West,Los Angeles,3,January,2024,No
NM202401820134,2024-01-02,2024-01-04,CU0062,PR511,5,594.05,0.0,280.7,Mesh Chair,Furniture,Chairs,62.67,118.81,Morgan Dean,Consumer,Central,Dallas,2,January,2024,No
NM202401987678,2024-01-21,2024-01-23,CU0218,PR520,2,7.92,0.6,-2.5,Sticky Notes,Office Supplies,Paper,5.21,9.9,Taylor Ray,Corporate,East,New York,2,January,2024,No
NM202401450173,2024-01-09,2024-01-10,CU0082,PR508,1,206.5,0.1,88.27,InkFlow 20,Technology,Machines,118.24,229.45,Casey Ray,Consumer,East,New York,1,January,2024,No
NM202401265338,2024-01-16,2024-01-18,CU0125,PR507,6,179.3,0.3,60.2,LaserJet 100,Technology,Machines,19.85,42.69,Jamie Ray,Consumer,East,Boston,2,January,2024,No
NM202401322440,2024-01-09,2024-01-09,CU0005,PR524,4,304.24,0.1,40.48,Sketch Pad,Office Supplies,Art,65.94,84.51,Jamie Fox,Home Office,East,New York,0,January,2024,No
NM202401614953,2024-01-10,2024-01-14,CU0109,PR511,5,415.83,0.3,102.48,Mesh Chair,Furniture,Chairs,62.67,118.81,Casey Cruz,Consumer,Central,Dallas,4,January,2024,No
NM202401156588,2024-01-22,2024-01-25,CU0156,PR523,2,81.65,0.2,4.35,Marker Set,Office Supplies,Art,38.65,51.03,Jordan Lee,Home Office,East,New York,3,January,2024,No
NM202401764204,2024-01-06,2024-01-08,CU0172,PR506,5,3269.0,0.0,1627.6,Keyboard X,Technology,Accessories,328.28,653.8,Casey Lee,Home Office,Central,Chicago,2,January,2024,Yes
NM202401490365,2024-01-16,2024-01-23,CU0014,PR507,5,181.43,0.15,82.18,LaserJet 100,Technology,Machines,19.85,42.69,Alex Lee,Corporate,South,Atlanta,7,January,2024,No
NM202401462610,2024-01-24,2024-01-24,CU0063,PR509,7,3941.7,0.15,1588.23,Shredder S,Technology,Machines,336.21,662.47,Alex Lee,Consumer,Central,Chicago,0,January,2024,Yes
NM202401920482,2024-01-03,2024-01-09,CU0054,PR506,8,4707.36,0.1,2081.12,Keyboard X,Technology,Accessories,328.28,653.8,Casey Ray,Corporate,South,Miami,6,January,2024,Yes
NM202401359607,2024-01-28,2024-01-29,CU0215,PR512,7,4390.79,0.1,837.87,Standing Desk,Furniture,Tables,507.56,696.95,Drew Hunt,Corporate,East,Boston,1,January,2024,Yes
NM202401820936,2024-01-08,2024-01-12,CU0141,PR508,8,1835.6,0.0,889.68,InkFlow 20,Technology,Machines,118.24,229.45,Jamie Fox,Corporate,South,Atlanta,4,January,2024,Yes
NM202401208776,2024-01-04,2024-01-10,CU0091,PR519,7,78.82,0.0,28.49,Cardstock,Office Supplies,Paper,7.19,11.26,Alex Ray,Home Office,West,Seattle,6,January,2024,No
NM202401721876,2024-01-26,2024-01-29,CU0204,PR506,1,457.66,0.3,129.38,Keyboard X,Technology,Accessories,328.28,653.8,Morgan Bell,Home Office,Central,Dallas,3,January,2024,No
NM202401678235,2024-01-04,2024-01-09,CU0207,PR503,2,278.8,0.1,82.62,iView 11,Technology,Phones,98.09,154.89,Jordan Ray,Corporate,Central,Dallas,5,January,2024,No
NM202401747447,2024-01-25,2024-01-29,CU0204,PR506,1,588.42,0.1,260.14,Keyboard X,Technology,Accessories,328.28,653.8,Morgan Bell,Home Office,Central,Dallas,4,January,2024,No
NM202401296330,2024-01-19,2024-01-20,CU0182,PR522,4,166.76,0.0,78.68,File Cabinet,Office Supplies,Storage,22.02,41.69,Taylor Fox,Consumer,East,Boston,1,January,2024,No
NM202401748060,2024-01-21,2024-01-22,CU0181,PR502,1,126.88,0.6,-35.56,Pixel Mini,Technology,Phones,162.44,317.2,Casey Dean,Home Office,East,New York,1,January,2024,No
NM202401140343,2024-01-25,2024-01-30,CU0090,PR508,1,137.67,0.4,19.43,InkFlow 20,Technology,Machines,118.24,229.45,Riley Bell,Consumer,South,Miami,5,January,2024,No
NM202401976423,2024-01-18,2024-01-23,CU0039,PR508,2,390.06,0.15,153.59,InkFlow 20,Technology,Machines,118.24,229.45,Quinn Roy,Consumer,East,Boston,5,January,2024,No
NM202401358119,2024-01-30,2024-01-31,CU0221,PR517,4,300.7,0.15,109.26,Poly Binder,Office Supplies,Binders,47.86,88.44,Casey Ray,Corporate,South,Miami,1,January,2024,No
NM202401423390,2024-01-30,2024-02-02,CU0158,PR521,8,398.4,0.0,94.56,Storage Box,Office Supplies,Storage,37.98,49.8,Jordan Hunt,Home Office,South,Atlanta,3,January,2024,No
NM202401760477,2024-01-15,2024-01-16,CU0061,PR516,6,49.16,0.0,19.88,Ring Binder,Office Supplies,Binders,4.88,9.64,Jamie Cruz,Consumer,West,Los Angeles,1,January,2024,No
NM202401597436,2024-01-10,2024-01-12,CU0128,PR508,7,1365.23,0.15,537.55,InkFlow 20,Technology,Machines,118.24,229.45,Jordan Shah,Home Office,East,New York,2,January,2024,Yes
